word,length,first_letter,last_letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
jammer,6,j,r,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
senilely,8,s,y,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0
daubery,7,d,y,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
reciprocalness,14,r,s,1,0,2,0,2,0,0,0,1,0,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0
harmer,6,h,r,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
chirks,6,c,s,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tunable,7,t,e,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
petiolule,9,p,e,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0
frowner,7,f,r,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0
depurative,10,d,e,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
copyedits,9,c,s,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
aquatinted,10,a,d,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0
revest,6,r,t,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
punner,6,p,r,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0
schizophrenically,17,s,y,1,0,2,0,1,0,0,2,2,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,1
crinose,7,c,e,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
camphorates,11,c,s,2,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
ozoniferous,11,o,s,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,0,0,1,1,0,1,0,0,0,0,1
whydah,6,w,h,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
procedurally,12,p,y,1,0,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,1,0
billycock,9,b,k,0,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
gynandromorphs,14,g,s,1,0,0,1,0,0,1,1,0,0,0,0,1,2,2,1,0,2,1,0,0,0,0,0,1,0
helicoid,8,h,d,0,0,1,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sophomorically,14,s,y,1,0,1,0,0,0,0,1,1,0,0,2,1,0,3,1,0,1,1,0,0,0,0,0,1,0
burgoo,6,b,o,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
mustardy,8,m,y,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
murphy,6,m,y,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
condyloma,9,c,a,1,0,1,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0
dextroglucoses,14,d,s,0,0,1,1,2,0,1,0,0,0,0,1,0,0,2,0,0,1,2,1,1,0,0,1,0,0
uncreated,9,u,d,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
illusionistic,13,i,c,0,0,1,0,0,0,0,0,4,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0
leatherwoods,12,l,s,1,0,0,1,2,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,0,1,0,0,0
bachelordom,11,b,m,1,1,1,1,1,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0
astomatous,10,a,s,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,1,0,0,0,0,0
thyrotoxicoses,14,t,s,0,0,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1,2,2,0,0,0,1,1,0
pustulate,9,p,e,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0
maxiskirt,9,m,t,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0
fahlband,8,f,d,2,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gleets,6,g,s,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
lingulate,9,l,e,1,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0
ventails,8,v,s,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
chela,5,c,a,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hyaloid,7,h,d,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
bronchopulmonary,16,b,y,1,1,1,0,0,0,0,1,0,0,0,1,1,2,3,1,0,2,0,0,1,0,0,0,1,0
definiendum,11,d,m,0,0,0,2,2,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0
jejunely,8,j,y,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
propagable,10,p,e,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0
nucleoprotein,13,n,n,0,0,1,0,2,0,0,0,1,0,0,1,0,2,2,1,0,1,0,1,1,0,0,0,0,0
countinghouses,14,c,s,0,0,1,0,1,0,1,1,1,0,0,0,0,2,2,0,0,0,2,1,2,0,0,0,0,0
unaggressive,12,u,e,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,0,0
paddleboard,11,p,d,2,1,0,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
opportuneness,13,o,s,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,1,2,1,1,0,0,0,0,0
silviculture,12,s,e,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0
corposants,10,c,s,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,1,0,0,0,0,0,0
tagmemics,9,t,s,1,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
bitartrates,11,b,s,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0
orthoptic,9,o,c,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0
mirin,5,m,n,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
anemograph,10,a,h,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
spanker,7,s,r,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
panicled,8,p,d,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
reclaimant,10,r,t,2,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
mutualistically,15,m,y,2,0,1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,2,2,0,0,0,1,0
cosmologically,14,c,y,1,0,2,0,0,0,1,0,1,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,1,0
subspecialization,17,s,n,2,1,1,0,1,0,0,0,3,0,0,1,0,1,1,1,0,0,2,1,1,0,0,0,0,1
untasteful,10,u,l,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,0,0,0,0,0
gramicidins,11,g,s,1,0,1,1,0,0,1,0,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
deciduousness,13,d,s,0,0,1,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,2,0,0,0,0,0
manubriums,10,m,s,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,2,0,0,0,0,0
aeneous,7,a,s,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
mythologic,10,m,c,0,0,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0
uneducable,10,u,e,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0
pectinous,9,p,s,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0
chlorous,8,c,s,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0
photophore,10,p,e,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0
overstimulation,15,o,n,1,0,0,0,1,0,0,0,2,0,0,1,1,1,2,0,0,1,1,2,1,1,0,0,0,0
phallicism,10,p,m,1,0,1,0,0,0,0,1,2,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0
undersurface,12,u,e,1,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0
unissued,8,u,d,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0
incurrences,11,i,s,0,0,2,0,2,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0
approbated,10,a,d,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0
divergencies,12,d,s,0,0,1,1,3,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
knickerbockered,15,k,d,0,1,2,1,3,0,0,0,1,0,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
transudation,12,t,n,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,2,1,0,0,0,0,0
mythify,7,m,y,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
laically,8,l,y,2,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stichometry,11,s,y,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0
tenaille,8,t,e,1,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
semipermeability,16,s,y,1,1,0,0,3,0,0,0,3,0,0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,0
schmear,7,s,r,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
runesmith,9,r,h,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
antimonopolistic,16,a,c,1,0,1,0,0,0,0,0,3,0,0,1,1,2,3,1,0,0,1,2,0,0,0,0,0,0
ergograph,9,e,h,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
arrear,6,a,r,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
spumous,7,s,s,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0
skepful,7,s,l,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
fluorination,12,f,n,1,0,0,0,0,1,0,0,2,0,0,1,0,2,2,0,0,1,0,1,1,0,0,0,0,0
oppidan,7,o,n,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
amberjack,9,a,k,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
kilderkins,10,k,s,0,0,0,1,1,0,0,0,2,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
gangers,7,g,s,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
inearth,7,i,h,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
euchology,9,e,y,0,0,1,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0
heth,4,h,h,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
onanisms,8,o,s,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0
partlet,7,p,t,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0
curvetted,9,c,d,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
debaser,7,d,r,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
hardhack,8,h,k,2,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
verdancies,10,v,s,1,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
proteolysis,11,p,s,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,1,2,1,0,0,0,0,1,0
trochilus,9,t,s,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
unsubdued,9,u,d,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0
differentiability,17,d,y,1,1,0,1,2,2,0,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0
czardom,7,c,m,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
parsimoniousness,16,p,s,1,0,0,0,1,0,0,0,2,0,0,0,1,2,2,1,0,1,4,0,1,0,0,0,0,0
anecdotalist,12,a,t,2,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,0,0
contrastingly,13,c,y,1,0,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,1,2,0,0,0,0,1,0
nephrons,8,n,s,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0
phatic,6,p,c,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tephra,6,t,a,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
repenter,8,r,r,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0
twinberry,9,t,y,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,1,0
overprescribing,15,o,g,0,1,1,0,2,0,1,0,2,0,0,0,0,1,1,1,0,3,1,0,0,1,0,0,0,0
viosterol,9,v,l,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,0
trinitrobenzene,15,t,e,0,1,0,0,3,0,0,0,2,0,0,0,0,3,1,0,0,2,0,2,0,0,0,0,0,1
uprush,6,u,h,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0
scarabaeus,10,s,s,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
phonography,11,p,y,1,0,0,0,0,0,1,2,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,1,0
comatulids,10,c,s,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
fusain,6,f,n,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
crowboot,8,c,t,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0
infester,8,i,r,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
cist,4,c,t,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
compossible,11,c,e,0,1,1,0,1,0,0,0,1,0,0,1,1,0,2,1,0,0,2,0,0,0,0,0,0,0
thermobarograph,15,t,h,2,1,0,0,1,0,1,2,0,0,0,0,1,0,2,1,0,3,0,1,0,0,0,0,0,0
restharrow,10,r,w,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,0,0
gregarines,10,g,s,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
coucals,7,c,s,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
sebums,6,s,s,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
endogamous,10,e,s,1,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0
cosherer,8,c,r,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0
cutch,5,c,h,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
objectionability,16,o,y,1,2,1,0,1,0,0,0,3,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,1,0
benjamins,9,b,s,1,1,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
dynastically,12,d,y,2,0,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,2,0
sclaffs,7,s,s,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
consuetudinaries,16,c,s,1,0,1,1,2,0,0,0,2,0,0,0,0,2,1,0,0,1,2,1,2,0,0,0,0,0
boltonia,8,b,a,1,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0
shrinkingly,11,s,y,0,0,0,0,0,0,1,1,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0
spandrels,9,s,s,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0
popeyed,7,p,d,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
paisano,7,p,o,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
diplococci,10,d,i,0,0,3,1,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
expressage,10,e,e,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0
sickener,8,s,r,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
backcourt,9,b,t,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
bronchoscopes,13,b,s,0,1,2,0,1,0,0,1,0,0,0,0,0,1,3,1,0,1,2,0,0,0,0,0,0,0
topologists,11,t,s,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,0,0,2,2,0,0,0,0,0,0
glycines,8,g,s,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
caprine,7,c,e,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
strobilaceous,13,s,s,1,1,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,2,1,1,0,0,0,0,0
acetous,7,a,s,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
antinovel,9,a,l,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
ichor,5,i,r,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
diazotize,9,d,e,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
floweret,8,f,t,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
compressibilities,17,c,s,0,1,1,0,2,0,0,0,4,0,0,1,1,0,1,1,0,1,3,1,0,0,0,0,0,0
azole,5,a,e,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
uranology,9,u,y,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,1,0
soapberry,9,s,y,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0
velamen,7,v,n,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
epilated,8,e,d,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
mercuriality,12,m,y,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0
nonspherical,12,n,l,1,0,1,0,1,0,0,1,1,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0
amain,5,a,n,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mercurialness,13,m,s,1,0,1,0,2,0,0,0,1,0,0,1,1,1,0,0,0,2,2,0,1,0,0,0,0,0
sexivalent,10,s,t,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
curette,7,c,e,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
egestion,8,e,n,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
gymnasial,9,g,l,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
platina,7,p,a,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
selectiveness,13,s,s,0,0,1,0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0
jewelfish,9,j,h,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
paraphrasis,11,p,s,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0
dunt,4,d,t,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
otherworld,10,o,d,0,0,0,1,1,0,0,1,0,0,0,1,0,0,2,0,0,2,0,1,0,0,1,0,0,0
manciple,8,m,e,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
gregale,7,g,e,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
profluent,9,p,t,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
cabalist,8,c,t,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
steeplechasers,14,s,s,1,0,1,0,4,0,0,1,0,0,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0
coraciiform,11,c,m,1,0,2,0,0,1,0,0,2,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0
forjudge,8,f,e,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
spermaceti,10,s,i,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
unchasteness,12,u,s,1,0,1,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0
streambeds,10,s,s,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0
unselfconsciously,17,u,y,0,0,2,0,1,1,0,0,1,0,0,2,0,2,2,0,0,0,3,0,2,0,0,0,1,0
synthetical,11,s,l,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,1,0
lysozyme,8,l,e,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1
subduction,10,s,n,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0
copyrightable,13,c,e,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0
scribblings,11,s,s,0,2,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0
aberrantly,10,a,y,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0
rediscussed,11,r,d,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
interpellate,12,i,e,1,0,0,0,3,0,0,0,1,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0
siliqua,7,s,a,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
rufescent,9,r,t,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
unshroud,8,u,d,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0
interoceptor,12,i,r,0,0,1,0,2,0,0,0,1,0,0,0,0,1,2,1,0,2,0,2,0,0,0,0,0,0
halutz,6,h,z,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
obtruder,8,o,r,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0
cantiest,8,c,t,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
agone,5,a,e,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
firewarden,10,f,n,1,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0
craniotomies,12,c,s,1,0,1,0,1,0,0,0,2,0,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0
commandingly,12,c,y,1,0,1,1,0,0,1,0,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0
buttonball,10,b,l,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,0
gnosis,6,g,s,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
abduced,7,a,d,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
